364.11	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.13	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.15	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.17	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.19	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.21	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.23	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.25	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.27	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.29	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.31	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.33	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.35	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.37	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.39	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.41	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.43	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.45	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.47	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.49	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.51	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.53	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.55	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.57	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.59	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.61	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.63	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.65	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.67	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.69	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.71	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.73	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.75	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.77	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.79	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.81	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.83	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.85	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.87	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.89	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.91	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.93	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.95	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.97	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
364.99	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.03	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.05	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.07	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.09	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.11	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.13	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.15	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.17	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.19	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.21	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.23	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.25	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.27	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.29	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.31	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.33	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.35	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.37	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.39	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.41	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.43	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.45	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.47	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.49	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.51	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.53	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.55	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.57	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.59	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.61	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.63	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.65	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.67	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.69	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.71	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.73	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.75	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.77	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.79	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.81	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.83	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.85	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.87	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.89	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.91	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.93	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.95	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.97	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
365.99	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.03	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.05	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.07	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.09	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.11	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.13	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.15	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.17	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.19	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.21	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.23	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.25	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.27	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.29	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.31	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.33	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.35	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.37	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.39	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.41	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.43	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.45	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.47	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.49	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.51	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.53	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.55	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.57	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.59	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.61	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.63	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.65	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.67	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.69	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.71	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.73	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.75	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.77	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.79	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.81	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.83	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.85	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.87	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.89	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.91	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.93	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.95	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.97	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
366.99	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.01	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.03	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.05	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.07	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.09	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.11	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.13	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.15	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.17	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.19	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.21	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
367.23	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
